,Name,Link,Image,Brand,Best price,Normal price,Type of product,Category,Description,Ingredients,Available,Date
6597,Insecticida Mata Polillas y Larvas aerosol 390 cc,https://www.santaisabel.cl/insecticida-raid-390-cc-mata-larvas-y-polillas/p,https://santaisabel.vtexassets.com/arquivos/ids/176777-750-750?width=750&height=750&aspect=true,Raid,3198,4569,Aerosoles y Desinfectantes,Limpieza,Raid® Mata Polillas y Larvas te permite proteger tu ropa y los ambientes de tu casa de las polillas por hasta 12 meses gracias a su formato en aerosol. Raid® Mata Polillas y Larvas te permite proteger tu ropa y los ambientes de tu casa de las polillas por hasta 12 meses gracias a su formato en aerosol.,NA,Yes,2022-09-26
6598,Limpiador multiespacio brisas de primavera 1.8 L,https://www.santaisabel.cl/limpiador-multiespacio-brisas-de-primavera-1-8-l-1783611/p,https://santaisabel.vtexassets.com/arquivos/ids/173690-750-750?width=750&height=750&aspect=true,Home Care,NA,2049,Limpiadores Baño y Cocina,Limpieza,El limpiador multiespacio Home Care es Ideal para mantener los pisos de tu hogar limpios y aromatizados. Formato 1.8 litros,NA,Yes,2022-09-26
6599,Limpiador multiespacio valles de bamboo 1.8 L,https://www.santaisabel.cl/limpiador-multiespacio-valles-de-bamboo-1-8-l-1783612/p,https://santaisabel.vtexassets.com/arquivos/ids/173692-750-750?width=750&height=750&aspect=true,Home Care,NA,2049,Limpiadores Baño y Cocina,Limpieza,El limpiador multiespacio Home Care es Ideal para mantener los pisos de tu hogar limpios y aromatizados. Formato 1.8 litros,NA,Yes,2022-09-26
6600,Pinzas p/ropa plásticas 24 un. clásica,https://www.santaisabel.cl/pinzas-de-plastico-para-ropa-virutex-24-unid-120662/p,https://santaisabel.vtexassets.com/arquivos/ids/179574-750-750?width=750&height=750&aspect=true,Virutex,NA,2299,NA,Limpieza,"Pack de pinzas de plástico para colgar ropa, sostienen el peso de la ropa mojada con un agarre seguro y súper resistentes gracias a su gancho de presión de larga duración.",NA,Yes,2022-09-26
6601,Sopapo baño clásica,https://www.santaisabel.cl/sopapa-bano-virutex/p,https://santaisabel.vtexassets.com/arquivos/ids/179594-750-750?width=750&height=750&aspect=true,Virutex,NA,5819,NA,Limpieza,Sopapo para inodoro con buena capacidad de succión y fácil de usar. Sopapo inodoro Alto poder de succión y fácil de usar Color blanco con morado o gris,NA,Yes,2022-09-26
6602,Cloro gel Lavanda 1.5 L,https://www.santaisabel.cl/cloro-gel-lavanda-1-5-l-1662312/p,https://santaisabel.vtexassets.com/arquivos/ids/200580-750-750?width=750&height=750&aspect=true,Clorox,NA,2989,Clorogel,Limpieza,"El cloro gel aroma lavanda contiene un agradable aroma que sustituye el olor del cloro tradicional, manteniendo todo su poder desinfectante, limpiador y blanqueador. Elimina el 99.9% de hongos, virus y bacterias, desinfecta cada superficie, blanquea y desodoriza. Gracias a su fórmula más espesa, este producto permite una limpieza sin complicaciones, es ideal para superficies pequeñas y se aplica en lugares específicos. El producto puede usarse sobre pisos, bañeras, inodoro y otras superficies duras y no porosas de la cocina o el baño, zonas de mascotas, e incluso en ropa blanca.",NA,Yes,2022-09-26
6603,Escobilla zapatos negra y café clásica,https://www.santaisabel.cl/escobilla-para-calzado-color-negro-virutex-maximo-agarre-120853/p,https://santaisabel.vtexassets.com/arquivos/ids/179580-750-750?width=750&height=750&aspect=true,Virutex,NA,3779,NA,Limpieza,"Escobilla especialista para limpiar y lustrar zapatos. Tiene un cómodo diseño que permite un máximo agarre, confort y efectividad. Sus fibrar son resistentes y durables.",NA,Yes,2022-09-26
6604,Betún de calzado líquido café 60 ml,https://www.santaisabel.cl/betun-liquido-nugget-60-cc-cafe-con-aplicador/p,https://santaisabel.vtexassets.com/arquivos/ids/169585-750-750?width=750&height=750&aspect=true,Nugget,NA,2299,NA,Limpieza,"Perfecta para mantener tus zapatos lustrados y brillantes. Además de embellecer el cuero de tu calzado, también lo protege.",NA,Yes,2022-09-26
6605,Paño de Piso de Microfibra Vileda,https://www.santaisabel.cl/pano-de-piso-de-microfibra-vileda-1539691/p,https://santaisabel.vtexassets.com/arquivos/ids/200676-750-750?width=750&height=750&aspect=true,Vileda,NA,2639,NA,Limpieza,Encuentra Paño de Piso de Microfibra Vileda y toda la variedad de productos Vileda navegando en nuestro sitio web.,NA,Yes,2022-09-26
6606,Glade toque lavanda 2 un. 9 g,https://www.santaisabel.cl/des-glade-toque-lavanda-2un-9gr-1892683/p,https://santaisabel.vtexassets.com/arquivos/ids/183946-750-750?width=750&height=750&aspect=true,Glade,NA,4079,NA,Limpieza,,NA,Yes,2022-09-26
6607,Limpia Sanitario Fibro,https://www.santaisabel.cl/limpia-sanitario-fibro-1-unid-escobilla-con-r-2/p,https://santaisabel.vtexassets.com/arquivos/ids/157163-750-750?width=750&height=750&aspect=true,Fibro,3090,4289,NA,Limpieza,"Tu baño siempre debe estar impecable y por eso Fibro Chile trae para ti un cepillo para limpiar el inodoro. Gracias a su mango antideslizante y base de soporte, tu baño contará con la higiene y seguridad que necesitas. Tu baño siempre debe estar impecable y por eso Fibro Chile trae para ti un cepillo para limpiar el inodoro. Gracias a su mango antideslizante y base de soporte, tu baño contará con la higiene y seguridad que necesitas.",NA,Yes,2022-09-26
6608,Trapero de Algodón Fibro,https://www.santaisabel.cl/trapero-de-algodon-fibro-120719/p,https://santaisabel.vtexassets.com/arquivos/ids/173716-750-750?width=750&height=750&aspect=true,Fibro,NA,3019,NA,Limpieza,"Trapero color de algodón con ojal reforzado, su diseño se adapta al escobillón y puede ser utilizado por ambos lados. Gran capacidad de absorción y es ultra resistente.
Medidas: 45x50 cms. Trapero color de algodón con ojal reforzado, su diseño se adapta al escobillón y puede ser utilizado por ambos lados. Gran capacidad de absorción y es ultra resistente.",NA,Yes,2022-09-26
6609,Escobilla zapato set clásica,https://www.santaisabel.cl/escobilla-para-calzado-virutex-juego-2-unid-543100/p,https://santaisabel.vtexassets.com/arquivos/ids/179589-750-750?width=750&height=750&aspect=true,Virutex,NA,4899,NA,Limpieza,"Set de escoilla especialista en zapatos. Tiene 2 cepillos, uno especial para esparcir la pasta de zapatos y la otra es ideal para sacar brillo. Sus fibras son resistentes y durables.",NA,Yes,2022-09-26
6610,Guantes multiuso pequeño,https://www.santaisabel.cl/guantes-multiuso-fibro-activo-pequeno-241545/p,https://santaisabel.vtexassets.com/arquivos/ids/199412-750-750?width=750&height=750&aspect=true,Fibro,NA,2529,Guantes y Toma Ollas,Limpieza,Guante multiuso hace que sea más resistente y calce perfecto ante cualquier tipo de menaje cocina. Producto reutilizable disponible en talla small. Guante multiuso hace que sea más resistente y calce perfecto ante cualquier tipo de menaje cocina. Producto reutilizable disponible en talla small.,NA,Yes,2022-09-26
6611,Desinfectante para lavado de ropa 800 ml,https://www.santaisabel.cl/desinfectante-para-lavado-de-ropa-800-ml-1921250/p,https://santaisabel.vtexassets.com/arquivos/ids/199363-750-750?width=750&height=750&aspect=true,Lysol,NA,4189,Desinfectantes,Limpieza,"¡Mantenga su ropa fresca y desinfectada con Lysol desinfectante para ropa! Lysol Laundry Sanitizer es un aditivo específicamente formulado para eliminar el 99.9% de bacterias y testeado contra virus Covid-19, desinfectando eficazmente tu ropa al momento de lavarla, simplemente agregue 100ml al ciclo de enjuague. Sirve en la mayoría de los tejidos, incluidos los blancos y los colores.",NA,Yes,2022-09-26
6612,Limpiador desinfectante Lavanda 1.8 L,https://www.santaisabel.cl/limpiador-desinfectante-lavanda-1-8-l-1897523/p,https://santaisabel.vtexassets.com/arquivos/ids/195727-750-750?width=750&height=750&aspect=true,Clorox,NA,2999,Limpiadores de Piso,Limpieza,"El nuevo Limpiador Desinfectante Clorox aroma Lavanda desinfecta los pisos y superficies dejando un rico aroma en tu ambiente. Este limpiador único combina su poder de desinfección imbatible de siempre junto con exquisitas fragancias para tu hogar. Elimina el 99,9% de virus y bacterias, incluso el virus causante del COVID-19. Es efectivo aún diluido.",NA,Yes,2022-09-26
6613,Insecticida en tabletas mosquitos 4 un.,https://www.santaisabel.cl/insecticida-raid-contra-mosquitos/p,https://santaisabel.vtexassets.com/arquivos/ids/176853-750-750?width=750&height=750&aspect=true,Raid,4267,5689,Insecticidas,Limpieza,"Raid® Tabletas repele los mosquitos por hasta 12 horas, actuando inclusive contra los mosquitos que pueden portar dengue. Raid® Tabletas repele los mosquitos por hasta 12 horas, actuando inclusive contra los mosquitos que pueden portar dengue.",NA,Yes,2022-09-26
6614,Mopa plana microfibra set clásica,https://www.santaisabel.cl/mopa-con-mango-565027/p,https://santaisabel.vtexassets.com/arquivos/ids/179591-750-750?width=750&height=750&aspect=true,Virutex,12575,15719,NA,Limpieza,"Mopa plana de microfibra ultra absorbente y atrapa polvo. Su uso en seco atrapa la suciedad por estática evitando que el polvo se levante. No retiene malos olores. Ideal para pisos de cerámicas, maderas y pisos flotantes. Tamaño 35 cm.",NA,Yes,2022-09-26
6615,Limpiador multiespacio lavanda silvestre 1.8 L,https://www.santaisabel.cl/limpiador-multiespacio-lavanda-silvestre-1-8-l-1783610/p,https://santaisabel.vtexassets.com/arquivos/ids/173688-750-750?width=750&height=750&aspect=true,Home Care,NA,2049,Limpiadores Baño y Cocina,Limpieza,El limpiador multiespacio Home Care es Ideal para mantener los pisos de tu hogar limpios y aromatizados. Formato 1.8 litros,NA,Yes,2022-09-26
6616,Canasta líquida Glade Mañana de Campo,https://www.santaisabel.cl/canasta-liquida-glade-manana-de-campo-1615619/p,https://santaisabel.vtexassets.com/arquivos/ids/198903-750-750?width=750&height=750&aspect=true,Glade,NA,3479,NA,Limpieza,"Mantén tu baño limpio y fresco con el aroma a frutas y flores con Glade Canasta Líquida. Efectivo desde el primer día hasta el último, no solamente ayuda a prevenir las manchas en tu baño, sino que brinda un aroma agradable por hasta 30 días. Mantén tu baño limpio y fresco con el aroma a frutas y flores con Glade Canasta Líquida. Efectivo desde el primer día hasta el último, no solamente ayuda a prevenir las manchas en tu baño, sino que brinda un aroma agradable por hasta 30 días.",NA,Yes,2022-09-26
6617,Toalla Húmeda desinfectante Protect 105 un.,https://www.santaisabel.cl/toalla-humeda-nova-desinfectante-105un-1934136/p,https://santaisabel.vtexassets.com/arquivos/ids/207994-750-750?width=750&height=750&aspect=true,Nova,NA,6890,Toallitas Desinfectantes,Limpieza,"Las Toallas húmedas Nova desinfectantes son la forma más rápida y eficaz de limpiar en cualquier momento y lugar ya que eliminan el 99,99% de bacterias (tales como P. Aeruginosa, S. Aeurus, E. Coli). Cuida a tu familia utilizando las Toallas húmedas desinfectantes para limpiar de forma práctica y efectiva el polvo y la suciedad, dejando un agradable aroma a citrus en el ambiente.",NA,Yes,2022-09-26
6618,Desodorante ambiental Aires Patagonia 250 ml,https://www.santaisabel.cl/desodorante-ambiental-aires-patagonia-250-ml-1807057/p,https://santaisabel.vtexassets.com/arquivos/ids/199461-750-750?width=750&height=750&aspect=true,Arom,NA,2349,NA,Limpieza,"Conoce los nuevos Arom Gatillos que aromatizan tu hogar de manera instantánea, pero con una aplicación más cómoda y simple, sin residuos de agua y además con una mayor concentración de fragancia. Sus agradables y únicas fragancias inspiradas en los distintos paisajes de Chile te transportarán y le brindarán tu sello personal a tu hogar.",NA,Yes,2022-09-26
6619,"Cera crema Nugget,tierra color, 400 cc",https://www.santaisabel.cl/cera-crema-nugget-tierra-color-400-cc-958076003/p,https://santaisabel.vtexassets.com/arquivos/ids/167590-750-750?width=750&height=750&aspect=true,Nugget,NA,1999,Ceras,Limpieza,"Cera en crema con partículas protectoras de brillo, aptas para cemento, baldosas, Ladrillo y piedra. Cera en crema con partículas protectoras de brillo, aptas para cemento, baldosas, Ladrillo y piedra.",NA,Yes,2022-09-26
6620,Pack 2 un. Detergente Drive diluible 500 ml,https://www.santaisabel.cl/pack-2-un-detergente-drive-diluible-500-ml-1928235/p,https://santaisabel.vtexassets.com/arquivos/ids/199462-750-750?width=750&height=750&aspect=true,Drive,NA,14999,NA,Limpieza,Encuentra Pack 2 un. Detergente Drive diluible 500 ml y toda la variedad de productos Drive navegando en nuestro sitio web.,NA,Yes,2022-09-26
6621,Ultra quitamanchas polvo ropa blanca 550 g,https://www.santaisabel.cl/ultra-quitamanchas-polvo-ropa-blanca-550-g-1772069/p,https://santaisabel.vtexassets.com/arquivos/ids/173537-750-750?width=750&height=750&aspect=true,Clorox,NA,4659,Quitamanchas,Limpieza,"Clorox ropa blanca Ultra quita manchas disuelve las manchas, remueve la suciedad, penetra las manchas, deja tus blancos más intensos y cuenta con el poder del oxígeno. Usa este producto junto a tu detergente habitual, obtendrás resultados superiores. Mantiene los tu ropa blanca, más blanca.",NA,Yes,2022-09-26
6622,Insecticida anti polillas percha 2 un. 3 g c/u,https://www.santaisabel.cl/insecticida-raid-polillas-percha-3gr-2un/p,https://santaisabel.vtexassets.com/arquivos/ids/176822-750-750?width=750&height=750&aspect=true,Raid,2590,4219,Aerosoles y Desinfectantes,Limpieza,Protege tu ropa durante una temporada completa gracias al insecticida anti polillas de Raid. Su formato en perchas es ideal para la protección de tu vestuario.,NA,Yes,2022-09-26
6623,Escoba de rama,https://www.santaisabel.cl/escoba-de-rama-120525/p,https://santaisabel.vtexassets.com/arquivos/ids/191704-750-750?width=750&height=750&aspect=true,Santa Lucia,NA,7949,NA,Limpieza,,NA,Yes,2022-09-26
6624,Insecticida moscas y mosquitos 360 ml,https://www.santaisabel.cl/insecticida-raid-moscas-mosq-360cc/p,https://santaisabel.vtexassets.com/arquivos/ids/176808-750-750?width=750&height=750&aspect=true,Raid,2962,3949,Insecticidas,Limpieza,"Raid insecticidas automático control de insectos ofrece protección continua contra moscas, mosquitos, cucarachas y hormigas en un solo producto y con una dosis mínima de insecticida por aplicación. Tecnología exclusiva de micro-partículas.",NA,Yes,2022-09-26
6625,Bolsa reutilizable mediana color,https://www.santaisabel.cl/bolsa-reutilizable-mediana-color-1856692/p,https://santaisabel.vtexassets.com/arquivos/ids/178032-750-750?width=750&height=750&aspect=true,Bolsas Reutilizables,NA,549,NA,Limpieza,Ideal para realizar todas tus compras. Reutilízala dónde quieras y así evitas estar desechando plásticos al medio ambiente.,NA,Yes,2022-09-26
6626,"Insecticida Raid sin olor mosquitos, moscas y zancudos 360 cc",https://www.santaisabel.cl/insecticida-360-cc-mata-mosquitos-moscas-y-zancudos/p,https://santaisabel.vtexassets.com/arquivos/ids/176849-750-750?width=750&height=750&aspect=true,Raid,3502,4669,Aerosoles y Desinfectantes,Limpieza,Raid® Mata Mosquitos y Mosquitos Sin Olor es la solución más segura contra los mosquitos. Su formula innovadora es altamente efectiva y sin el olor químico de los insecticidas tradicionales. Raid® Mata Mosquitos y Mosquitos Sin Olor es la solución más segura contra los mosquitos. Su formula innovadora es altamente efectiva y sin el olor químico de los insecticidas tradicionales.,NA,Yes,2022-09-26
6627,Limpia calzado color café color y brillo en un instante,https://www.santaisabel.cl/limpia-calzado-color-cafe-kl-ren-color-y-brillo-en-un-instante/p,https://santaisabel.vtexassets.com/arquivos/ids/171711-750-750?width=750&height=750&aspect=true,Klären,NA,2029,NA,Limpieza,,NA,Yes,2022-09-26
6628,Trapero compostable viscosa,https://www.santaisabel.cl/trapero-humedo-compostable-8-un-1914596/p,https://santaisabel.vtexassets.com/arquivos/ids/205496-750-750?width=750&height=750&aspect=true,Virutex,NA,2999,NA,Limpieza,"Traperos Compostables higienizantes, desechables, aroma vitalidad . Fácil de usar, limpia y aromatiza de una sola pasada, cuidando el medio ambiente. Ideal para pisos flotantes, maderas, azulejos, cocinas y baños. Contenido: 8 unidades de traperos desechables con ojal 40 x 60 cm",NA,Yes,2022-09-26
6629,Bolsa reutilizable eco amigable con asas 1 un. (surtido),https://www.santaisabel.cl/bolsa-reutilizable-asa-lazo/p,https://santaisabel.vtexassets.com/arquivos/ids/189089-750-750?width=750&height=750&aspect=true,Cencosud,NA,200,NA,Limpieza,El mundo cambió y las bolsas también. Ayuda al medio ambiente utilizando bolsas reutilizables de gran calidad y resistencia. ¡Todos ganamos!,NA,Yes,2022-09-26
