,Name,Link,Best price,Normal price,Type of product,Description,Ingredients,Available
51,Helado swirl caramel 836 g,https://www.jumbo.cl/helado-swirl-caramel-836-g-cuisine-and-co-1835994/p,$4.990,$5.599,Helados Mix Sabores,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.","Crema dulce de suero de mantequilla,  Leche entera,  Leche descremada,  Jarabe de maíz,  Azúcar,  Agua,  Crema,  Sal,  Alginato de sodio,  Goma xantán,  Mono y diglicéridos de ácidos grasos,  Saborizante natural,  Pectina,  Bicarbonato de sodio,  Citrato de sodio,  Aceite de coco,  Cacao procesado con alcalí,  Leche,  Lecitina de soya,  Crema de leche,  Aceite de palmiste hidrogenado,  Saborizante artificial,  Jarabe de maíz alto en fructosa,  Leche descremada condensada,  Azúcar morena,  Color caramelo,  ácido cítrico,  Cúrcuma,  Proteína de suero de leche,  Mono y diglicéridos,  Goma guar,  Sulfato de calcio,  Goma garrofín,  Carragenina,  Soya",1
52,Sopaipillas congeladas 400 g,https://www.jumbo.cl/sopaipillas-congeladas-400-g-cuisine-and-co-1798039/p,NA,$1.690,Sopaipillas,Sopaipillas congeladas 400 g. Es idónea y apta para cualquier preparación que tengas en mente. Se caracteriza por su excelente sabor.,NA,1
53,Churrascos de asiento 720 g,https://www.jumbo.cl/churrascos-de-asiento-720-g-cuisine-and-co-1785263/p,NA,$11.790,Churrascos de Vacuno,Churrascos de asiento 720 g. Es idóneo y apto para cualquier preparación que tengas en mente. Se caracteriza por su excelente sabor.,"Carne de vacuno (asiento),  Agua,  Maltodextrina,  Sal,  Polifosfato de sodio,  Sabor idéntico al natural,  Eritorbato de sodio,  20% de marinado",1
54,Hamburguesa vacuno congelada 1 kg,https://www.jumbo.cl/hamburguesa-vacuno-congelada-1-kg-cuisine-and-co-1785259/p,NA,$9.290,Hamburguesas de Vacuno,"La mejor Hamburguesa 100% de vacuno, seleccionada para ti y tu familia, puedes disfrutarla recién salida del sartén, al horno o la parrilla.","Carne de vacuno,  Agua,  Colágeno,  Sal,  Sabor idéntico al natural,  Pimienta negra,  Carragenina,  Eritorbato de sodio,  Polifosfato de sodio,  Glutamato monosódico",1
55,Zapallo en cubo 350 g,https://www.jumbo.cl/zapallo-en-cubo-frutos-del-maipo-350-g/p,NA,$1.450,Zapallo Congelado,"Zapallo tipo butternut corte cubo 100% natural y sin preservantes. Cosechados en su punto óptimo de maduración, congelados mediante sistema IQF (Individual Quick Frozen) y sometidos a rigurosas selecciones para asegurar la mejor calidad.
Frutos del Maipo, es la mejor alternativa en frutas y hortalizas congeladas debido a que respetan y se preocupan por el medioambiente; Además se aseguran de que los productos cumplan con los más altos estándares de calidad.",Zapallo,1
56,Mix pimentos 150 g,https://www.jumbo.cl/mix-pimentos-minuto-verde-150g/p,NA,$869,Mix de Verduras,"En Minuto Verde elaboramos alimentos saludables, prácticos, ricos y nutritivos. Buscamos permanentemente la innovación y trabajamos con los más altos estándares de calidad.","Pimentón verde,  Pimentón rojo,  Pimentón amarillo",1
57,Empanadas de pino 432 g,https://www.jumbo.cl/empanadas-de-pino-432-g-cuisine-and-co-1770676/p,$4.790,$5.390,Empanadas de Cóctel,"Las empanas de pino es un clásico que en culquier ocación va bien. Rellena de carne y cebolla con toques de condimentos, facilitará tu día en la cocina.","Harina,  Carne de vacuno molida,  Agua,  Cebolla,  Manteca vegetal,  Manteca vegetal fraccionada de palma,  Tbhq,  Almidón de maíz,  Aceite de girasol,  Proteína de leche,  Leche descremada en polvo,  Almidón modificado,  Carragenina,  Fosfato disódico,  Betacaroteno,  Sal,  Aceite de soya,  Suero de leche en polvo,  Azúcar,  Ají de color en polvo,  Ajo molido,  Orégano,  Propionato de calcio,  Diglicéridos de ácidos grasos,  Monoglicéridos de ácidos grasos",1
58,Empanadas champiñon queso Ready! 432 g,https://www.jumbo.cl/empanadas-champinon-queso-ready--432-g-cuisine-and-co-1770671/p,$4.790,$5.390,Empanadas de Cóctel,"Si eres vegetariano o las opciones saludables son mejores para ti, aprovecharás esta exquisita empanada fresca, preparada a base de champiñon y queso.","Harina,  Queso gauda granulado,  Leche fluida parcialmente descremada,  Sal,  Cloruro cálcico,  Nitrato de sodio,  Cuajo,  Cultivos lácteos seleccionados,  Colorante natural annato,  Agua,  Queso crema,  Queso maduro de vaca,  Sal fundente,  Sorbato de potasio,  Manteca vegetal,  Manteca vegetal fraccionada de palma,  Tbhq,  Aceite de girasol,  Proteína de leche,  Almidón modificado,  Carragenina,  Fosfato disódico,  Betacaroteno,  Suero de leche en polvo,  Azúcar,  Propionato de calcio,  Champiñón laminado,  Monoglicéridos de ácidos grasos,  Diglicéridos de ácidos grasos",1
59,Empanadas aceituna queso 432 g,https://www.jumbo.cl/empanadas-aceituna-queso-432-g-cuisine-and-co-1770670/p,$4.790,$5.390,Empanadas de Cóctel,"Si eres vegetariano o las opciones saludables son mejores para ti, aprovecharás esta exquisita empanada fresca, preparada a base de queso y aceituna.","Harina,  Leche fluida parcialmente descremada,  Sal,  Cloruro cálcico,  Nitrato de sodio,  Cuajo,  Cultivos lácteos seleccionados,  Colorante natural annato,  Agua,  Aceituna rodela,  Queso maduro de vaca,  Sal fundente,  Sorbato de potasio,  Manteca vegetal fraccionada de palma,  Tbhq,  Aceite de girasol,  Proteína de leche,  Leche descremada en polvo,  Almidón modificado,  Carragenina,  Fosfato disódico,  Betacaroteno,  Semilla de sésamo,  Suero de leche en polvo,  Azúcar,  Propionato de calcio,  Monoglicéridos de ácidos grasos,  Diglicéridos de ácidos grasos",1
60,Helado fudge brownie 780 g,https://www.jumbo.cl/helado-fudge-brownie-780-g-cuisine-and-co-1742847/p,$4.990,$5.599,Helados Mix Sabores,"El helado de Cuisine & Co es muy suve y delicado, de categoría premium de da ese relajo que necesitas a diario, saboreando un producto unico, dulce y aromatico.","Leche entera,  Leche descremada,  Crema dulce de suero de mantequilla,  Jarabe de maíz,  Azúcar,  Agua,  Jarabe de maíz alto en fructosa,  Cacao alcalinizado,  Suero,  Pectina,  Harina de trigo,  Aceite de soya interesterificado,  Huevos pasteurizados,  Jarabe de arroz,  Almidón de maíz,  Lecitina de soya,  Sal,  Saborizante natural,  Bicarbonato de sodio,  Pirofosfato ácido de sodio,  Fosfato monocálcico,  Mono glicéridos,  Diglicéridos,  Goma guar,  Sulfato de calcio,  Goma de algarrobo,  Carragenina",1
61,Helado cookies and cream 792 g,https://www.jumbo.cl/helado-cookies-and-cream-792-g-cuisine-and-co-1742846/p,$4.990,$5.599,Helados de Leche,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.","Leche entera,  Leche descremada,  Crema dulce de suero de mantequilla,  Azúcar,  Harina de trigo,  Niacina,  Hierro reducido,  Mononitrato de tiamina,  Riboflavina,  ácido fólico,  Aceite vegetal de soya,  Aceite vegetal de palma,  Aceite vegetal de semilla de palma,  Cacao alcalinizado,  Azúcar invertida,  Harina de maíz,  Pasta de cacao,  Almidón de maíz,  Sal,  Leudante bicarbonato de sodio,  Leudante fosfato monocálcico,  Suero,  Saborizante natural,  Lecitina de soya,  Jarabe de maíz,  Jarabe de maíz alto en fructosa,  Saborizante artificial,  Mono y diglicéridos,  Goma guar,  Sulfato de calcio,  Goma de algarrobo,  Annato,  Carragenina,  Leche,  Trigo (gluten),  Soya",1
62,Helado vainilla bean 792 g,https://www.jumbo.cl/helado-vainilla-bean-792-g-cuisine-and-co-1742845/p,$4.990,$5.599,Helados Mix Sabores,Delicioso Helado vainilla bean 792 g. Perfecto para compartirlo con amigos o familiares. Cuisine & Co elabora sus productos en base a selectos ingredientes que dan como resultado helados de máxima calidad e increíble sabor.,"Leche entera,  Leche descremada,  Crema dulce de suero de mantequilla,  Azúcar,  Jarabe de maíz,  Jarabe de maíz alto en fructosa,  Suero,  Extractos de vainilla natural,  Mono y diglicéridos,  Goma guar,  Sulfato de calcio,  Goma de algarrobo,  Carragenina,  Leche",1
63,Sucedáneo de chorizo vegano 260 g,https://www.jumbo.cl/chorizo-vegano-rik/p,$1.850,$2.299,Pizza Vegetariana,"Delicioso Sucedáneo de chorizo vegano 260 g Rikü, libre de ingredientes de origen animal, perfecto para ti. Deleita su increíble sabor.","Agua,  Proteína de soya,  Proteína de trigo,  Aceite de maravilla,  Trigo mote,  Cebolla,  Pimentón rojo en polvo,  Comino,  Orégano,  Ajo,  Pimienta,  Almidón de papa,  Sal,  Saborizantes naturales vegetales,  Saborizante idéntico al natural,  Cloruro de potasio,  Merkén ahumado,  Goma xanthan,  Perejil,  Colorante extracto de páprika,  Trigo,  Soya",1
64,Papas prefritas en cubos 750 g,https://www.jumbo.cl/papa-en-cubos-frutos-del-maipo-pre-frita-750-g/p,NA,$3.390,Papas Pre Fritas,"Papas prefritas con corte especial en cubo, horneables y más crujientes para que sorprendas a todos en tu mesa.
Frutos del Maipo, es la mejor alternativa en frutas y hortalizas congeladas debido a que respetan y se preocupan por el medioambiente; Además se aseguran de que los productos cumplan con los más altos estándares de calidad.","Papas,  Aceite vegetal de maravilla,  Dextrosa",1
65,Porotos granados Minuto Verde congelado 500 g,https://www.jumbo.cl/porotos-granados-minuto-verde-congelado-500-g/p,NA,$2.690,Mix de Verduras,"Porotos granados Minuto Verde congelado 500 g
En Minuto Verde elaboramos alimentos saludables, prácticos, ricos y nutritivos. Buscamos permanentemente la innovación y trabajamos con los más altos estándares de calidad. 
Somos una empresa sustentable, respetuosa del medioambiente, entregando a nuestros colaboradores un grato clima laboral, inclusivo y oportunidades de desarrollo profesional.
En la actualidad Minuto Verde, marca perteneciente a Alifrut es la compañía que posee la mayor capacidad de producción de hortalizas y frutas congeladas en Latinoamérica. Además de la mayor capacidad de almacenaje en frío del país (-18°C).",Porotos granados,1
66,Helado Sahne Nuss Paleta Mini Multipack 5x60ml,https://www.jumbo.cl/mini-helados-sahne-nuss-savory-5-unidades-x-60-ml-c-u/p,NA,$4.399,Helados Mix Sabores,"Helado Sahne Nuss Paleta Mini, es un cremoso elado de leche sabor chocolate, cobertura de chocolate y trocitos de almendras. Formato multipack 5 unidades de 60ml","Agua,  Leche entera en polvo,  Azúcar,  Aceite vegetal de palma,  Manteca de cacao,  Masa de cacao,  Cacao en polvo,  Lecitina de soya,  Saborizantes artificiales,  Almendras,  Crema de leche,  Leche descremada en polvo,  Jarabe de glucosa,  Suero de leche en polvo,  Licor de cacao,  Colorante caramelo,  ésteres de propilenglicol de ácidos grasos,  Triesterato de sorbitán,  Mono y diglicéridos de ácidos grasos,  Goma guar,  Carragenina",1
67,Helado Danky Mini Nogatonga Multipack 5x80ml,https://www.jumbo.cl/mini-helados-danky-nogatonga-savory-5-unid-x-80-ml-c-u/p,NA,$4.399,Helados Mix Sabores,"Helado Danky Mini Nogatonga, es un helado de leche con manjar, nueces y cobertura sabor chocolate. Formato multipack 5 unidades de 80ml","Agua,  Harina de trigo,  Azúcar,  Aceite vegetal de palmiste,  Leche entera en polvo,  Almidón de papa,  Aceite de coco,  Aceite de canola hidrogenado,  Maltodextrina,  Manjar,  Jarabe de glucosa,  Nueces,  Goma guar,  Goma garrofín,  Carragenina,  Lecitina de soya,  Leche descremada en polvo,  Aceite vegetal de palma,  Galato de propilo,  Palmitato de ascorbilo,  Agar,  Bicarbonato de sodio,  Leche en polvo,  Sorbato de potasio,  ésteres de propilenglicol de ácidos grasos,  Monoglicéridos de ácidos grasos,  Diglicéridos de ácidos grasos,  Colorante natural curcumina,  Colorante natural carmín de cochinilla,  Colorante annato",1
68,Sucedáneo de salchicha vegana 250 g,https://www.jumbo.cl/salchichas-veganas-rik-250-g/p,$2.090,$2.699,Pizza Vegetariana,"Delicioso Sucedáneo de salchicha vegana 250 g Rikü, libre de ingredientes de origen animal, perfecto para ti. Deleita su increíble sabor.","Gluten vital de trigo,  Proteínas de soya,  Aceite de maravilla,  Sal,  Almidón de papa,  Saborizante idéntico a natural,  Carragenina,  Fibra de cítrico,  Ajo en polvo,  Pimienta blanca,  Extracto de paprika",1
69,Escalopa Kayser Vacuno Jamón y Queso Receta del Abuelo 120 g,https://www.jumbo.cl/escalopa-kayser-vacuno-jamon-y-queso-receta-del-abuelo-120-g/p,NA,$1.150,Escalopa Kayser,"Las escalopas kayser de vacuno, jamón y queso Receta del Abuelo son elaboradas con carne de vacuno, sazonadas con finas especias, son formadas, cocinadas y rápidamente congeladas. Para consumir solo es necesario calentar.","Carne de vacuno,  Agua,  Harina de trigo (gluten),  Jamón,  Queso gauda (leche),  Proteína de soya,  Almidón de trigo,  Aceite de maravilla,  Aceite de soya,  Sal,  Caseína,  Almidón modificado,  Maltodextrina,  Azúcar,  Mono y diglicéridos de ácidos grasos,  Almidón de papa,  Eritorbato de sodio,  Citrato de sodio,  Carboximetil celulosa,  Pimienta blanca,  Carragenina,  Aceite de canola,  Cúrcuma,  Monoestearato de sorbitán,  Cebolla,  Polifosfato de sodio,  Polifosfato de potasio,  Sorbato de potasio,  Fosfato de sodio",1
70,Hamburguesa con Carne Angus La Preferida 100 g,https://www.jumbo.cl/hamburguesa-con-carne-angus-la-preferida-100-g/p,$890,$999,Hamburguesas de Vacuno,"Hamburguesa de carne angus 100 g, toda la rica combinación del cerdo junto al vacuno en una sola hamburguesa, delicioso sabor, textura y aroma","Carne de vacuno,  Carne de cerdo,  Agua,  Fibra de colágeno de vacuno,  Sal,  Cloruro de potasio,  Tripolifosfato de sodio,  Maltodextrina,  Saborizante natural,  Saborizante artificial,  Glutamato monosódico,  Pimienta negra,  Eritorbato de sodio,  Propilenglicol,  Fibra de soya,  Dióxido de silicio amorfo,  Tbhq,  ácido cítrico,  Soya",1
71,Choclo en trozos 350 g,https://www.jumbo.cl/choclo-en-trozos-frutos-del-maipo-350-g/p,NA,$1.650,Choclo,"Descongela y prepara tus hortalizas, vegetales y frutas favoritas cómo y cuándo quieras. Degusta su increíble sabor cómo si hubiesen sido recién cosechadas.",NA,1
72,Poroto verde extra fino Minuto Verde 400 g,https://www.jumbo.cl/poroto-verde-extra-fino-minuto-verde-400-g/p,NA,$2.190,Mix de Verduras,"Poroto verde extra fino Minuto Verde 400 g
En Minuto Verde elaboramos alimentos saludables, prácticos, ricos y nutritivos. Buscamos permanentemente la innovación y trabajamos con los más altos estándares de calidad. 
Somos una empresa sustentable, respetuosa del medioambiente, entregando a nuestros colaboradores un grato clima laboral, inclusivo y oportunidades de desarrollo profesional.
En la actualidad Minuto Verde, marca perteneciente a Alifrut es la compañía que posee la mayor capacidad de producción de hortalizas y frutas congeladas en Latinoamérica. Además de la mayor capacidad de almacenaje en frío del país (-18°C).",Porotos verdes seleccionados y congelados por sistema iqf,1
73,Brócoli 350 g,https://www.jumbo.cl/brocoli-minuto-verde-bolsa-350-g-congelado-2/p,NA,$1.599,Brócoli,"Brócoli 350 g es ideal para realizar esa rica preparación que tenías en mente. En Minuto Verde elaboramos alimentos saludables, prácticos, ricos y nutritivos. Buscamos permanentemente la innovación y trabajamos con los más altos estándares de calidad Somos una empresa sustentable, respetuosa del medioambiente, entregando a nuestros colaboradores un grato clima laboral, inclusivo y oportunidades de desarrollo profesional. En la actualidad Minuto Verde, marca perteneciente a Alifrut es la compañía que posee la mayor capacidad de producción de hortalizas y frutas congeladas en Latinoamérica. Además de la mayor capacidad de almacenaje en frío del país (-18°C).",Brócoli,1
74,Arvejas 500 g,https://www.jumbo.cl/arvejas-minuto-verde-bolsa-500-g-congelado-2/p,NA,$2.090,Base Arverjado,"Arvejas 500 g es ideal para realizar esa rica preparación que tenías en mente. En Minuto Verde elaboramos alimentos saludables, prácticos, ricos y nutritivos. Buscamos permanentemente la innovación y trabajamos con los más altos estándares de calidad Somos una empresa sustentable, respetuosa del medioambiente, entregando a nuestros colaboradores un grato clima laboral, inclusivo y oportunidades de desarrollo profesional. En la actualidad Minuto Verde, marca perteneciente a Alifrut es la compañía que posee la mayor capacidad de producción de hortalizas y frutas congeladas en Latinoamérica. Además de la mayor capacidad de almacenaje en frío del país (-18°C).",Arvejas tiernas seleccionadas y congeladas por sistema iqf,1
